level,vertebral_number,category,implant,side,x,y,length,width,angle,grade,left_x,superior_y,right_x,inferior_y,superior_vert_inferior_pedicle_x,superior_vert_inferior_pedicle_y,superior_lamina_y,superior_lateral_tp_x,inferior_lamina_y,inferior_pedicle_x,inferior_pedicle_y
C2,,decompression,hemilaminectomy,left,0.496,0.8585,,0.004,,,0.494,0.873,0.498,0.853,0.475,0.888,0.874,0.465,0.862,0.475,0.865
C3,,decompression,hemilaminectomy,left,0.496,0.8405,,0.004,,,0.494,0.853,0.498,0.835,0.475,0.865,0.853,0.47,0.842,0.475,0.847
C4,,decompression,hemilaminectomy,left,0.496,0.8215,,0.004,,,0.494,0.835,0.498,0.816,0.475,0.847,0.834,0.47,0.824,0.475,0.828
C5,,decompression,hemilaminectomy,left,0.496,0.8025,,0.004,,,0.494,0.816,0.498,0.797,0.475,0.828,0.816,0.47,0.805,0.475,0.811
C6,,decompression,hemilaminectomy,left,0.496,0.7915,,0.004,,,0.494,0.797,0.498,0.786,0.475,0.811,0.798,0.47,0.788,0.475,0.793
C7,,decompression,hemilaminectomy,left,0.496,0.77,,0.004,,,0.494,0.779,0.498,0.76,0.475,0.793,0.781,0.46,0.766,0.48,0.769
T1,,decompression,hemilaminectomy,left,0.496,0.749,,0.004,,,0.494,0.756,0.498,0.738,0.48,0.769,0.756,0.46,0.739,0.48,0.747
T2,,decompression,hemilaminectomy,left,0.496,0.726,,0.004,,,0.494,0.732,0.498,0.714,0.48,0.747,0.732,0.46,0.716,0.48,0.723
T3,,decompression,hemilaminectomy,left,0.496,0.7015,,0.004,,,0.494,0.71,0.498,0.689,0.48,0.723,0.71,0.46,0.688,0.48,0.701
T4,,decompression,hemilaminectomy,left,0.496,0.6735,,0.004,,,0.494,0.682,0.498,0.658,0.48,0.701,0.684,0.46,0.66,0.48,0.672
T5,,decompression,hemilaminectomy,left,0.496,0.643,,0.004,,,0.494,0.657,0.498,0.628,0.48,0.672,0.657,0.46,0.628,0.48,0.643
T6,,decompression,hemilaminectomy,left,0.496,0.6115,,0.004,,,0.494,0.624,0.498,0.595,0.48,0.643,0.625,0.46,0.596,0.48,0.613
T7,,decompression,hemilaminectomy,left,0.496,0.5805,,0.004,,,0.494,0.591,0.498,0.566,0.48,0.613,0.592,0.46,0.568,0.48,0.583
T8,,decompression,hemilaminectomy,left,0.496,0.5475,,0.004,,,0.494,0.561,0.498,0.529,0.48,0.583,0.564,0.46,0.532,0.48,0.551
T9,,decompression,hemilaminectomy,left,0.496,0.5135,,0.004,,,0.494,0.528,0.498,0.498,0.48,0.551,0.528,0.46,0.501,0.48,0.52
T10,,decompression,hemilaminectomy,left,0.496,0.4815,,0.004,,,0.494,0.496,0.498,0.465,0.48,0.52,0.494,0.467,0.467,0.482,0.481
T11,,decompression,hemilaminectomy,left,0.496,0.445,,0.004,,,0.494,0.463,0.498,0.425,0.482,0.481,0.46,0.47,0.428,0.484,0.447
T12,,decompression,hemilaminectomy,left,0.496,0.405,,0.004,,,0.494,0.425,0.498,0.385,0.484,0.447,0.427,0.47,0.393,0.484,0.411
L1,,decompression,hemilaminectomy,left,0.496,0.3685,,0.004,,,0.494,0.383,0.498,0.352,0.484,0.411,0.389,0.46,0.355,0.484,0.375
L2,,decompression,hemilaminectomy,left,0.496,0.333,,0.004,,,0.494,0.349,0.498,0.314,0.484,0.375,0.353,0.45,0.32,0.482,0.343
L3,,decompression,hemilaminectomy,left,0.495,0.296,,0.006,,,0.492,0.315,0.498,0.278,0.482,0.343,0.318,0.445,0.284,0.48,0.301
L4,,decompression,hemilaminectomy,left,0.494,0.2595,,0.008,,,0.49,0.274,0.498,0.241,0.48,0.301,0.276,0.44,0.248,0.478,0.261
L5,,decompression,hemilaminectomy,left,0.493,0.225,,0.01,,,0.488,0.238,0.498,0.209,0.478,0.261,0.238,0.44,0.213,0.475,0.228
C1,,decompression,hemilaminectomy,right,0.504,0.8785,,0.004,,,0.502,0.889,0.506,0.873,,,,,,,
C2,,decompression,hemilaminectomy,right,0.504,0.8585,,0.004,,,0.502,0.873,0.506,0.853,0.475,0.888,0.874,0.465,0.862,0.475,0.865
C3,,decompression,hemilaminectomy,right,0.504,0.8405,,0.004,,,0.502,0.853,0.506,0.835,0.475,0.865,0.853,0.47,0.842,0.475,0.847
C4,,decompression,hemilaminectomy,right,0.504,0.8215,,0.004,,,0.502,0.835,0.506,0.816,0.475,0.847,0.834,0.47,0.824,0.475,0.828
C5,,decompression,hemilaminectomy,right,0.504,0.8025,,0.004,,,0.502,0.816,0.506,0.797,0.475,0.828,0.816,0.47,0.805,0.475,0.811
C6,,decompression,hemilaminectomy,right,0.504,0.7915,,0.004,,,0.502,0.797,0.506,0.786,0.475,0.811,0.798,0.47,0.788,0.475,0.793
C7,,decompression,hemilaminectomy,right,0.504,0.77,,0.004,,,0.502,0.779,0.506,0.76,0.475,0.793,0.781,0.46,0.766,0.48,0.769
T1,,decompression,hemilaminectomy,right,0.504,0.749,,0.004,,,0.502,0.756,0.506,0.738,0.48,0.769,0.756,0.46,0.739,0.48,0.747
T2,,decompression,hemilaminectomy,right,0.504,0.726,,0.004,,,0.502,0.732,0.506,0.714,0.48,0.747,0.732,0.46,0.716,0.48,0.723
T3,,decompression,hemilaminectomy,right,0.504,0.7015,,0.004,,,0.502,0.71,0.506,0.689,0.48,0.723,0.71,0.46,0.688,0.48,0.701
T4,,decompression,hemilaminectomy,right,0.504,0.6735,,0.004,,,0.502,0.682,0.506,0.658,0.48,0.701,0.684,0.46,0.66,0.48,0.672
T5,,decompression,hemilaminectomy,right,0.504,0.643,,0.004,,,0.502,0.657,0.506,0.628,0.48,0.672,0.657,0.46,0.628,0.48,0.643
T6,,decompression,hemilaminectomy,right,0.504,0.6115,,0.004,,,0.502,0.624,0.506,0.595,0.48,0.643,0.625,0.46,0.596,0.48,0.613
T7,,decompression,hemilaminectomy,right,0.504,0.5805,,0.004,,,0.502,0.591,0.506,0.566,0.48,0.613,0.592,0.46,0.568,0.48,0.583
T8,,decompression,hemilaminectomy,right,0.504,0.5475,,0.004,,,0.502,0.561,0.506,0.529,0.48,0.583,0.564,0.46,0.532,0.48,0.551
T9,,decompression,hemilaminectomy,right,0.504,0.5135,,0.004,,,0.502,0.528,0.506,0.498,0.48,0.551,0.528,0.46,0.501,0.48,0.52
T10,,decompression,hemilaminectomy,right,0.504,0.4815,,0.004,,,0.502,0.496,0.506,0.465,0.48,0.52,0.494,0.467,0.467,0.482,0.481
T11,,decompression,hemilaminectomy,right,0.504,0.445,,0.004,,,0.502,0.463,0.506,0.425,0.482,0.481,0.46,0.47,0.428,0.484,0.447
T12,,decompression,hemilaminectomy,right,0.504,0.405,,0.004,,,0.502,0.425,0.506,0.385,0.484,0.447,0.427,0.47,0.393,0.484,0.411
L1,,decompression,hemilaminectomy,right,0.504,0.3685,,0.004,,,0.502,0.383,0.506,0.352,0.484,0.411,0.389,0.46,0.355,0.484,0.375
L2,,decompression,hemilaminectomy,right,0.504,0.333,,0.004,,,0.502,0.349,0.506,0.314,0.484,0.375,0.353,0.45,0.32,0.482,0.343
L3,,decompression,hemilaminectomy,right,0.505,0.296,,0.006,,,0.502,0.315,0.508,0.278,0.482,0.343,0.318,0.445,0.284,0.48,0.301
L4,,decompression,hemilaminectomy,right,0.506,0.2595,,0.008,,,0.502,0.274,0.51,0.241,0.48,0.301,0.276,0.44,0.248,0.478,0.261
L5,,decompression,hemilaminectomy,right,0.507,0.225,,0.01,,,0.502,0.238,0.512,0.209,0.478,0.261,0.238,0.44,0.213,0.475,0.228
C1-C2,,decompression,sublaminar_decompression,central,0.5,0.8785,,0.0084,,,0.494,0.8826,0.506,0.873,,,,,,,
C2-C3,,decompression,sublaminar_decompression,central,0.5,0.8585,,0.0084,,,0.494,0.865,0.506,0.853,,,,,,,
C3-C4,,decompression,sublaminar_decompression,central,0.5,0.8405,,0.0084,,,0.494,0.8458,0.506,0.835,,,,,,,
C4-C5,,decompression,sublaminar_decompression,central,0.5,0.8215,,0.0084,,,0.494,0.8274,0.506,0.816,,,,,,,
C5-C6,,decompression,sublaminar_decompression,central,0.5,0.8025,,0.0084,,,0.494,0.8084,0.506,0.797,,,,,,,
C6-C7,,decompression,sublaminar_decompression,central,0.5,0.7915,,0.0084,,,0.494,0.7898,0.506,0.779,,,,,,,
C7-T1,,decompression,sublaminar_decompression,central,0.5,0.77,,0.0084,,,0.494,0.7698,0.506,0.756,,,,,,,
T1-T2,,decompression,sublaminar_decompression,central,0.5,0.749,,0.0084,,,0.494,0.7464,0.506,0.732,,,,,,,
T2-T3,,decompression,sublaminar_decompression,central,0.5,0.726,,0.0084,,,0.494,0.7232,0.506,0.71,,,,,,,
T3-T4,,decompression,sublaminar_decompression,central,0.5,0.7015,,0.0084,,,0.494,0.6988,0.506,0.682,,,,,,,
T4-T5,,decompression,sublaminar_decompression,central,0.5,0.6735,,0.0084,,,0.494,0.672,0.506,0.657,,,,,,,
T5-T6,,decompression,sublaminar_decompression,central,0.5,0.643,,0.0084,,,0.494,0.6438,0.506,0.624,,,,,,,
T6-T7,,decompression,sublaminar_decompression,central,0.5,0.6115,,0.0084,,,0.494,0.6108,0.506,0.591,,,,,,,
T7-T8,,decompression,sublaminar_decompression,central,0.5,0.5805,,0.0084,,,0.494,0.579,0.506,0.561,,,,,,,
T8-T9,,decompression,sublaminar_decompression,central,0.5,0.5475,,0.0084,,,0.494,0.5478,0.506,0.528,,,,,,,
T9-T10,,decompression,sublaminar_decompression,central,0.5,0.5135,,0.0084,,,0.494,0.5152,0.506,0.496,,,,,,,
T10-T11,,decompression,sublaminar_decompression,central,0.5,0.4815,,0.0084,,,0.494,0.4828,0.506,0.463,,,,,,,
T11-T12,,decompression,sublaminar_decompression,central,0.5,0.445,,0.0084,,,0.494,0.4478,0.506,0.425,,,,,,,
T12-L1,,decompression,sublaminar_decompression,central,0.5,0.405,,0.0084,,,0.494,0.4082,0.506,0.383,,,,,,,
L1-L2,,decompression,sublaminar_decompression,central,0.5,0.3685,,0.0084,,,0.494,0.3694,0.506,0.349,,,,,,,
L2-L3,,decompression,sublaminar_decompression,central,0.5,0.333,,0.0084,,,0.494,0.3354,0.506,0.315,,,,,,,
L3-L4,,decompression,sublaminar_decompression,central,0.5,0.296,,0.0112,,,0.492,0.2986,0.508,0.274,,,,,,,
L4-L5,,decompression,sublaminar_decompression,central,0.5,0.2595,,0.014,,,0.49,0.2596,0.51,0.238,,,,,,,
L5-S1,,decompression,sublaminar_decompression,central,0.5,0.225,,0.0168,,,0.488,0.222,0.512,0.198,,,,,,,
C1-C2,,decompression,foraminotomy,left,0.491,0.876,,0.008,,,0.484,0.883,0.492,0.873,,,,,,,
C2-C3,,decompression,foraminotomy,left,0.491,0.857,,0.008,,,0.484,0.863,0.492,0.853,,,,,,,
C3-C4,,decompression,foraminotomy,left,0.491,0.8385,,0.008,,,0.484,0.845,0.492,0.835,,,,,,,
C4-C5,,decompression,foraminotomy,left,0.491,0.819,,0.008,,,0.484,0.826,0.492,0.816,,,,,,,
C5-C6,,decompression,foraminotomy,left,0.491,0.8005,,0.008,,,0.484,0.807,0.492,0.797,,,,,,,
C6-C7,,decompression,foraminotomy,left,0.491,0.7825,,0.008,,,0.484,0.789,0.492,0.779,,,,,,,
C7-T1,,decompression,foraminotomy,left,0.491,0.7595,,0.008,,,0.484,0.766,0.492,0.756,,,,,,,
T1-T2,,decompression,foraminotomy,left,0.491,0.7345,,0.008,,,0.484,0.742,0.492,0.732,,,,,,,
T2-T3,,decompression,foraminotomy,left,0.491,0.7115,,0.006,,,0.488,0.72,0.494,0.705,,,,,,,
T3-T4,,decompression,foraminotomy,left,0.491,0.6845,,0.006,,,0.488,0.692,0.494,0.677,,,,,,,
T4-T5,,decompression,foraminotomy,left,0.491,0.6575,,0.006,,,0.488,0.667,0.494,0.647,,,,,,,
T5-T6,,decompression,foraminotomy,left,0.491,0.6265,,0.006,,,0.488,0.634,0.494,0.614,,,,,,,
T6-T7,,decompression,foraminotomy,left,0.491,0.593,,0.006,,,0.488,0.601,0.494,0.581,,,,,,,
T7-T8,,decompression,foraminotomy,left,0.491,0.5635,,0.006,,,0.488,0.571,0.494,0.551,,,,,,,
T8-T9,,decompression,foraminotomy,left,0.491,0.529,,0.006,,,0.488,0.538,0.494,0.518,,,,,,,
T9-T10,,decompression,foraminotomy,left,0.491,0.497,,0.006,,,0.488,0.506,0.494,0.486,,,,,,,
T10-T11,,decompression,foraminotomy,left,0.491,0.464,,0.006,,,0.488,0.473,0.494,0.453,,,,,,,
T11-T12,,decompression,foraminotomy,left,0.491,0.425,,0.006,,,0.488,0.435,0.494,0.415,,,,,,,
T12-L1,,decompression,foraminotomy,left,0.491,0.3845,,0.006,,,0.488,0.393,0.494,0.373,,,,,,,
L1-L2,,decompression,foraminotomy,left,0.491,0.3505,,0.006,,,0.488,0.359,0.494,0.339,,,,,,,
L2-L3,,decompression,foraminotomy,left,0.491,0.316,,0.006,,,0.488,0.325,0.494,0.305,,,,,,,
L3-L4,,decompression,foraminotomy,left,0.491,0.279,,0.006,,,0.488,0.284,0.494,0.264,,,,,,,
L4-L5,,decompression,foraminotomy,left,0.4895,0.2425,,0.009,,,0.485,0.248,0.494,0.228,,,,,,,
L5-S1,,decompression,foraminotomy,left,0.487,0.206,,0.014,,,0.48,0.208,0.494,0.188,,,,,,,
C1-C2,,decompression,foraminotomy,right,0.509,0.876,,0.008,,,0.508,0.883,0.516,0.873,,,,,,,
C2-C3,,decompression,foraminotomy,right,0.509,0.857,,0.008,,,0.508,0.863,0.516,0.853,,,,,,,
C3-C4,,decompression,foraminotomy,right,0.509,0.8385,,0.008,,,0.508,0.845,0.516,0.835,,,,,,,
C4-C5,,decompression,foraminotomy,right,0.509,0.819,,0.008,,,0.508,0.826,0.516,0.816,,,,,,,
C5-C6,,decompression,foraminotomy,right,0.509,0.8005,,0.008,,,0.508,0.807,0.516,0.797,,,,,,,
C6-C7,,decompression,foraminotomy,right,0.509,0.7825,,0.008,,,0.508,0.789,0.516,0.779,,,,,,,
C7-T1,,decompression,foraminotomy,right,0.509,0.7595,,0.008,,,0.508,0.766,0.516,0.756,,,,,,,
T1-T2,,decompression,foraminotomy,right,0.509,0.7345,,0.008,,,0.508,0.742,0.516,0.732,,,,,,,
T2-T3,,decompression,foraminotomy,right,0.509,0.7115,,0.006,,,0.506,0.72,0.512,0.705,,,,,,,
T3-T4,,decompression,foraminotomy,right,0.509,0.6845,,0.006,,,0.506,0.692,0.512,0.677,,,,,,,
T4-T5,,decompression,foraminotomy,right,0.509,0.6575,,0.006,,,0.506,0.667,0.512,0.647,,,,,,,
T5-T6,,decompression,foraminotomy,right,0.509,0.6265,,0.006,,,0.506,0.634,0.512,0.614,,,,,,,
T6-T7,,decompression,foraminotomy,right,0.509,0.593,,0.006,,,0.506,0.601,0.512,0.581,,,,,,,
T7-T8,,decompression,foraminotomy,right,0.509,0.5635,,0.006,,,0.506,0.571,0.512,0.551,,,,,,,
T8-T9,,decompression,foraminotomy,right,0.509,0.529,,0.006,,,0.506,0.538,0.512,0.518,,,,,,,
T9-T10,,decompression,foraminotomy,right,0.509,0.497,,0.006,,,0.506,0.506,0.512,0.486,,,,,,,
T10-T11,,decompression,foraminotomy,right,0.509,0.464,,0.006,,,0.506,0.473,0.512,0.453,,,,,,,
T11-T12,,decompression,foraminotomy,right,0.509,0.425,,0.006,,,0.506,0.435,0.512,0.415,,,,,,,
T12-L1,,decompression,foraminotomy,right,0.509,0.3845,,0.006,,,0.506,0.393,0.512,0.373,,,,,,,
L1-L2,,decompression,foraminotomy,right,0.509,0.3505,,0.006,,,0.506,0.359,0.512,0.339,,,,,,,
L2-L3,,decompression,foraminotomy,right,0.509,0.316,,0.006,,,0.506,0.325,0.512,0.305,,,,,,,
L3-L4,,decompression,foraminotomy,right,0.509,0.279,,0.006,,,0.506,0.284,0.512,0.264,,,,,,,
L4-L5,,decompression,foraminotomy,right,0.5105,0.2425,,0.009,,,0.506,0.248,0.515,0.228,,,,,,,
L5-S1,,decompression,foraminotomy,right,0.513,0.206,,0.014,,,0.506,0.208,0.52,0.188,,,,,,,
C1-C2,,decompression,diskectomy,left,0.491,0.876,,0.006,,,0.488,0.879,0.494,0.873,,,,,,,
C2-C3,,decompression,diskectomy,left,0.491,0.857,,0.006,,,0.488,0.861,0.494,0.853,,,,,,,
C3-C4,,decompression,diskectomy,left,0.491,0.8385,,0.006,,,0.488,0.842,0.494,0.835,,,,,,,
C4-C5,,decompression,diskectomy,left,0.491,0.819,,0.006,,,0.488,0.822,0.494,0.816,,,,,,,
C5-C6,,decompression,diskectomy,left,0.491,0.8005,,0.006,,,0.488,0.804,0.494,0.797,,,,,,,
C6-C7,,decompression,diskectomy,left,0.491,0.7825,,0.006,,,0.488,0.786,0.494,0.779,,,,,,,
C7-T1,,decompression,diskectomy,left,0.491,0.7595,,0.006,,,0.488,0.763,0.494,0.756,,,,,,,
T1-T2,,decompression,diskectomy,left,0.491,0.7345,,0.006,,,0.488,0.737,0.494,0.732,,,,,,,
T2-T3,,decompression,diskectomy,left,0.491,0.7115,,0.006,,,0.488,0.713,0.494,0.71,,,,,,,
T3-T4,,decompression,diskectomy,left,0.491,0.6845,,0.006,,,0.488,0.687,0.494,0.682,,,,,,,
T4-T5,,decompression,diskectomy,left,0.491,0.6575,,0.006,,,0.488,0.658,0.494,0.657,,,,,,,
T5-T6,,decompression,diskectomy,left,0.491,0.6265,,0.006,,,0.488,0.629,0.494,0.624,,,,,,,
T6-T7,,decompression,diskectomy,left,0.491,0.593,,0.006,,,0.488,0.595,0.494,0.591,,,,,,,
T7-T8,,decompression,diskectomy,left,0.491,0.5635,,0.006,,,0.488,0.566,0.494,0.561,,,,,,,
T8-T9,,decompression,diskectomy,left,0.491,0.529,,0.006,,,0.488,0.53,0.494,0.528,,,,,,,
T9-T10,,decompression,diskectomy,left,0.491,0.497,,0.006,,,0.488,0.498,0.494,0.496,,,,,,,
T10-T11,,decompression,diskectomy,left,0.491,0.464,,0.006,,,0.488,0.465,0.494,0.463,,,,,,,
T11-T12,,decompression,diskectomy,left,0.491,0.425,,0.006,,,0.488,0.425,0.494,0.425,,,,,,,
T12-L1,,decompression,diskectomy,left,0.491,0.3845,,0.006,,,0.488,0.386,0.494,0.383,,,,,,,
L1-L2,,decompression,diskectomy,left,0.491,0.3505,,0.006,,,0.488,0.352,0.494,0.349,,,,,,,
L2-L3,,decompression,diskectomy,left,0.491,0.316,,0.006,,,0.488,0.317,0.494,0.315,,,,,,,
L3-L4,,decompression,diskectomy,left,0.491,0.279,,0.006,,,0.488,0.284,0.494,0.274,,,,,,,
L4-L5,,decompression,diskectomy,left,0.4895,0.2425,,0.009,,,0.485,0.247,0.494,0.238,,,,,,,
L5-S1,,decompression,diskectomy,left,0.487,0.206,,0.014,,,0.48,0.214,0.494,0.198,,,,,,,
C1-C2,,decompression,diskectomy,right,0.509,0.876,,0.006,,,0.506,0.879,0.512,0.873,,,,,,,
C2-C3,,decompression,diskectomy,right,0.509,0.857,,0.006,,,0.506,0.861,0.512,0.853,,,,,,,
C3-C4,,decompression,diskectomy,right,0.509,0.8385,,0.006,,,0.506,0.842,0.512,0.835,,,,,,,
C4-C5,,decompression,diskectomy,right,0.509,0.819,,0.006,,,0.506,0.822,0.512,0.816,,,,,,,
C5-C6,,decompression,diskectomy,right,0.509,0.8005,,0.006,,,0.506,0.804,0.512,0.797,,,,,,,
C6-C7,,decompression,diskectomy,right,0.509,0.7825,,0.006,,,0.506,0.786,0.512,0.779,,,,,,,
C7-T1,,decompression,diskectomy,right,0.509,0.7595,,0.006,,,0.506,0.763,0.512,0.756,,,,,,,
T1-T2,,decompression,diskectomy,right,0.509,0.7345,,0.006,,,0.506,0.737,0.512,0.732,,,,,,,
T2-T3,,decompression,diskectomy,right,0.509,0.7115,,0.006,,,0.506,0.713,0.512,0.71,,,,,,,
T3-T4,,decompression,diskectomy,right,0.509,0.6845,,0.006,,,0.506,0.687,0.512,0.682,,,,,,,
T4-T5,,decompression,diskectomy,right,0.509,0.6575,,0.006,,,0.506,0.658,0.512,0.657,,,,,,,
T5-T6,,decompression,diskectomy,right,0.509,0.6265,,0.006,,,0.506,0.629,0.512,0.624,,,,,,,
T6-T7,,decompression,diskectomy,right,0.509,0.593,,0.006,,,0.506,0.595,0.512,0.591,,,,,,,
T7-T8,,decompression,diskectomy,right,0.509,0.5635,,0.006,,,0.506,0.566,0.512,0.561,,,,,,,
T8-T9,,decompression,diskectomy,right,0.509,0.529,,0.006,,,0.506,0.53,0.512,0.528,,,,,,,
T9-T10,,decompression,diskectomy,right,0.509,0.497,,0.006,,,0.506,0.498,0.512,0.496,,,,,,,
T10-T11,,decompression,diskectomy,right,0.509,0.464,,0.006,,,0.506,0.465,0.512,0.463,,,,,,,
T11-T12,,decompression,diskectomy,right,0.509,0.425,,0.006,,,0.506,0.425,0.512,0.425,,,,,,,
T12-L1,,decompression,diskectomy,right,0.509,0.3845,,0.006,,,0.506,0.386,0.512,0.383,,,,,,,
L1-L2,,decompression,diskectomy,right,0.509,0.3505,,0.006,,,0.506,0.352,0.512,0.349,,,,,,,
L2-L3,,decompression,diskectomy,right,0.509,0.316,,0.006,,,0.506,0.317,0.512,0.315,,,,,,,
L3-L4,,decompression,diskectomy,right,0.509,0.279,,0.006,,,0.506,0.284,0.512,0.274,,,,,,,
L4-L5,,decompression,diskectomy,right,0.5105,0.2425,,0.009,,,0.506,0.247,0.515,0.238,,,,,,,
L5-S1,,decompression,diskectomy,right,0.513,0.206,,0.014,,,0.506,0.214,0.52,0.198,,,,,,,
